Category,Height,Width
Adult,42.0,144.0
Adult,291.0,606.0
Adult,89.0,285.0
Adult,50.0,171.0
Adult,31.0,75.0
Adult,32.0,104.0
Adult,48.0,124.0
Adult,25.0,65.0
Adult,38.0,127.0
Adult,71.0,222.0
Adult,60.0,194.0
Adult,39.0,106.0
Adult,38.0,159.0
Adult,69.0,243.0
Adult,72.0,210.0
Adult,96.0,196.0
Adult,21.0,87.0
Adult,50.0,148.0
Adult,65.0,138.0
Adult,88.0,231.0
Adult,36.0,119.0
Adult,63.0,237.0
Adult,34.0,153.0
Adult,82.0,208.0
Adult,45.0,144.0
Adult,79.0,156.0
Adult,113.0,195.0
Adult,323.0,612.0
Adult,75.0,151.0
Adult,92.0,225.0
Adult,64.0,183.0
Adult,64.0,169.0
Adult,53.0,199.0
Adult,62.0,235.0
Adult,37.0,139.0
Adult,60.0,171.0
Adult,85.0,235.0
Adult,92.0,243.0
Adult,156.0,476.0
Adult,32.0,99.0
Adult,96.0,295.0
Adult,106.0,254.0
Adult,45.0,96.0
Adult,68.0,224.0
Adult,38.0,124.0
Adult,150.0,327.0
Adult,36.0,87.0
Adult,78.0,177.0
Adult,55.0,135.0
Adult,78.0,292.0
Adult,79.0,197.0
Adult,100.0,223.0
Adult,38.0,105.0
Adult,42.0,107.0
Adult,46.0,109.0
Adult,39.0,117.0
Adult,35.0,114.0
Adult,35.0,112.0
Child,37.0,101.0
Adult,27.0,77.0
Adult,58.0,184.0
Adult,26.0,97.0
Adult,74.0,183.0
Adult,50.0,89.0
Child,46.0,127.0
Adult,28.0,127.0
Adult,35.0,87.0
Adult,53.0,141.0
Adult,106.0,292.0
Adult,34.0,83.0
Adult,103.0,326.0
Adult,39.0,128.0
Adult,28.0,114.0
Adult,35.0,91.0
Adult,22.0,69.0
Adult,55.0,157.0
Adult,22.0,77.0
Adult,28.0,84.0
Adult,39.0,117.0
Adult,117.0,389.0
Adult,218.0,660.0
Adult,66.0,184.0
Adult,74.0,182.0
Adult,33.0,105.0
Adult,39.0,107.0
Adult,80.0,305.0
Adult,93.0,211.0
Adult,36.0,100.0
Adult,49.0,109.0
Adult,74.0,183.0
Adult,43.0,134.0
Adult,28.0,103.0
Adult,46.0,100.0
Adult,61.0,206.0
Adult,67.0,133.0
Adult,57.0,116.0
Adult,32.0,75.0
Adult,37.0,103.0
Adult,127.0,295.0
Adult,61.0,136.0
Adult,53.0,126.0
Adult,43.0,100.0
Adult,41.0,121.0
Adult,120.0,251.0
Adult,59.0,171.0
Adult,69.0,230.0
Adult,91.0,190.0
Adult,63.0,197.0
Adult,75.0,213.0
Adult,74.0,175.0
Adult,28.0,79.0
Adult,26.0,110.0
Adult,29.0,114.0
Adult,40.0,131.0
Adult,73.0,154.0
Adult,62.0,180.0
Adult,65.0,217.0
Adult,26.0,68.0
Adult,49.0,126.0
Adult,25.0,74.0
Adult,57.0,141.0
Adult,61.0,178.0
Adult,61.0,171.0
Adult,32.0,114.0
Adult,74.0,150.0
Adult,92.0,149.0
Adult,34.0,96.0
Adult,40.0,146.0
Adult,38.0,130.0
Adult,70.0,171.0
Adult,33.0,84.0
Adult,58.0,121.0
Adult,31.0,95.0
Adult,66.0,129.0
Adult,71.0,190.0
Adult,134.0,276.0
Adult,46.0,103.0
Adult,90.0,228.0
Adult,170.0,524.0
Adult,175.0,342.0
Adult,66.0,160.0
Adult,185.0,456.0
Adult,57.0,108.0
Adult,92.0,169.0
Adult,26.0,98.0
Adult,45.0,146.0
Adult,43.0,158.0
Adult,50.0,144.0
Adult,64.0,207.0
Adult,54.0,130.0
Adult,44.0,120.0
Adult,68.0,212.0
Adult,89.0,209.0
Adult,32.0,89.0
Adult,108.0,391.0
Adult,58.0,237.0
Adult,86.0,269.0
Adult,39.0,112.0
Adult,105.0,237.0
Adult,122.0,328.0
Adult,57.0,187.0
Adult,64.0,207.0
Adult,42.0,97.0
Adult,28.0,90.0
Adult,28.0,82.0
Adult,87.0,207.0
Adult,38.0,100.0
Adult,207.0,537.0
Adult,35.0,103.0
Adult,90.0,209.0
Adult,43.0,188.0
Adult,91.0,205.0
Adult,39.0,125.0
Adult,75.0,220.0
Adult,57.0,163.0
Adult,29.0,89.0
Adult,141.0,298.0
Adult,24.0,72.0
Adult,52.0,163.0
Adult,42.0,135.0
Adult,58.0,220.0
Adult,62.0,137.0
Adult,32.0,86.0
Adult,99.0,376.0
Adult,71.0,169.0
Adult,47.0,143.0
Adult,70.0,153.0
Adult,28.0,95.0
Adult,148.0,363.0
Adult,41.0,109.0
Adult,56.0,182.0
Adult,156.0,394.0
Adult,53.0,138.0
Adult,57.0,214.0
Adult,63.0,188.0
Adult,16.0,68.0
Adult,36.0,121.0
Adult,50.0,159.0
Adult,38.0,87.0
Adult,66.0,250.0
Adult,77.0,219.0
Adult,37.0,103.0
Adult,49.0,123.0
Adult,66.0,175.0
Adult,34.0,110.0
Adult,60.0,168.0
Adult,32.0,100.0
Adult,50.0,114.0
Adult,96.0,322.0
Adult,40.0,92.0
Adult,36.0,112.0
Adult,42.0,119.0
Adult,32.0,97.0
Adult,52.0,166.0
Adult,42.0,165.0
Adult,29.0,89.0
Adult,35.0,91.0
Adult,31.0,108.0
Adult,78.0,201.0
Adult,139.0,435.0
Adult,35.0,87.0
Adult,84.0,283.0
Adult,64.0,142.0
Adult,30.0,101.0
Adult,89.0,246.0
Adult,68.0,175.0
Adult,43.0,131.0
Adult,53.0,129.0
Adult,46.0,103.0
Adult,25.0,82.0
Adult,44.0,119.0
Adult,94.0,212.0
Adult,31.0,84.0
Adult,106.0,238.0
Adult,177.0,507.0
Adult,44.0,91.0
Adult,52.0,148.0
Adult,49.0,89.0
Adult,46.0,179.0
Adult,46.0,128.0
Adult,79.0,196.0
Adult,71.0,281.0
Adult,197.0,327.0
Adult,41.0,125.0
Adult,36.0,122.0
Adult,47.0,116.0
Adult,53.0,148.0
Adult,32.0,91.0
Adult,77.0,211.0
Adult,26.0,99.0
Adult,43.0,132.0
Adult,41.0,65.0
Adult,25.0,73.0
Adult,50.0,151.0
Adult,24.0,86.0
Adult,114.0,257.0
Adult,49.0,108.0
Adult,32.0,84.0
Adult,66.0,227.0
Adult,68.0,247.0
Adult,54.0,242.0
Adult,39.0,123.0
Adult,45.0,152.0
Adult,32.0,114.0
Adult,136.0,220.0
Adult,65.0,130.0
Adult,121.0,373.0
Adult,39.0,150.0
Adult,36.0,108.0
Adult,66.0,246.0
Adult,29.0,82.0
Adult,68.0,207.0
Adult,146.0,295.0
Adult,57.0,122.0
Adult,70.0,159.0
Adult,37.0,99.0
Adult,77.0,194.0
Adult,57.0,157.0
Adult,46.0,121.0
Adult,66.0,204.0
Adult,64.0,121.0
Adult,43.0,146.0
Adult,32.0,94.0
Adult,167.0,514.0
Adult,46.0,124.0
Adult,64.0,147.0
Adult,102.0,363.0
Adult,53.0,133.0
Adult,35.0,113.0
Adult,60.0,151.0
Adult,42.0,98.0
Adult,43.0,153.0
Adult,36.0,71.0
Adult,85.0,170.0
Adult,61.0,198.0
Adult,121.0,275.0
Adult,53.0,105.0
Adult,37.0,104.0
Adult,48.0,125.0
Adult,144.0,551.0
Adult,68.0,188.0
Adult,263.0,496.0
Adult,54.0,102.0
Adult,54.0,130.0
Adult,36.0,109.0
Adult,44.0,114.0
Adult,53.0,147.0
Adult,29.0,108.0
Adult,111.0,283.0
Adult,47.0,136.0
Adult,36.0,142.0
Adult,49.0,136.0
Adult,60.0,169.0
Adult,86.0,231.0
Adult,31.0,115.0
Adult,54.0,146.0
Adult,49.0,126.0
Adult,21.0,78.0
Adult,42.0,96.0
Adult,66.0,213.0
Adult,85.0,247.0
Adult,149.0,428.0
Adult,64.0,178.0
Adult,49.0,135.0
Adult,60.0,146.0
Adult,212.0,446.0
Adult,40.0,103.0
Adult,28.0,98.0
Adult,35.0,93.0
Adult,49.0,103.0
Adult,36.0,91.0
Adult,36.0,69.0
Adult,54.0,158.0
Adult,81.0,247.0
Adult,117.0,297.0
Child,42.0,117.0
Adult,25.0,89.0
Adult,54.0,171.0
Adult,47.0,151.0
Adult,31.0,77.0
Adult,83.0,217.0
Adult,43.0,122.0
Adult,50.0,182.0
Adult,22.0,69.0
Adult,66.0,194.0
Adult,27.0,72.0
Adult,53.0,162.0
Adult,35.0,74.0
Adult,50.0,165.0
Adult,46.0,123.0
Adult,43.0,134.0
Adult,118.0,428.0
Adult,211.0,431.0
Adult,39.0,91.0
Adult,72.0,222.0
Adult,38.0,106.0
Adult,64.0,164.0
Adult,36.0,105.0
Adult,42.0,106.0
Adult,57.0,170.0
Adult,125.0,231.0
Adult,57.0,192.0
Adult,58.0,156.0
Adult,62.0,164.0
Child,43.0,90.0
Adult,84.0,237.0
Adult,146.0,206.0
Adult,44.0,111.0
Adult,43.0,110.0
Adult,60.0,143.0
Adult,36.0,84.0
Adult,41.0,114.0
Adult,68.0,171.0
Adult,34.0,89.0
Adult,112.0,253.0
Adult,71.0,284.0
Adult,34.0,120.0
Adult,64.0,226.0
Adult,143.0,528.0
Adult,43.0,101.0
Adult,63.0,179.0
Adult,75.0,182.0
Adult,65.0,188.0
Adult,117.0,188.0
Adult,67.0,195.0
Adult,45.0,107.0
Adult,18.0,65.0
Adult,61.0,149.0
Adult,67.0,194.0
Adult,210.0,391.0
Adult,21.0,70.0
Adult,35.0,77.0
Adult,58.0,207.0
Adult,32.0,100.0
Adult,50.0,145.0
Adult,63.0,172.0
Adult,55.0,198.0
Adult,77.0,215.0
Adult,61.0,190.0
Adult,99.0,404.0
Adult,32.0,107.0
Adult,36.0,93.0
Child,36.0,114.0
Adult,42.0,151.0
Adult,31.0,68.0
Adult,26.0,76.0
Adult,71.0,192.0
Adult,54.0,167.0
Adult,103.0,314.0
Adult,40.0,100.0
Adult,182.0,304.0
Adult,41.0,117.0
Adult,27.0,71.0
Adult,39.0,131.0
Adult,40.0,93.0
Adult,144.0,350.0
Adult,28.0,68.0
Adult,35.0,107.0
Adult,41.0,74.0
Adult,43.0,135.0
Adult,49.0,141.0
Adult,39.0,121.0
Adult,76.0,211.0
Adult,85.0,379.0
Adult,175.0,434.0
Adult,129.0,388.0
Adult,34.0,95.0
Adult,158.0,276.0
Adult,74.0,180.0
Adult,71.0,263.0
Adult,56.0,194.0
Adult,38.0,127.0
Adult,29.0,105.0
Adult,38.0,111.0
Adult,116.0,224.0
Adult,25.0,98.0
Adult,189.0,411.0
Adult,97.0,194.0
Child,238.0,503.0
Adult,55.0,187.0
Adult,45.0,135.0
Adult,51.0,182.0
Child,49.0,148.0
Adult,69.0,172.0
Adult,30.0,111.0
Adult,57.0,118.0
Adult,32.0,102.0
Adult,81.0,214.0
Adult,82.0,151.0
Adult,30.0,114.0
Adult,57.0,125.0
Adult,57.0,123.0
Adult,74.0,128.0
Adult,49.0,112.0
Adult,37.0,124.0
Adult,74.0,171.0
Adult,25.0,78.0
Adult,37.0,79.0
Adult,57.0,156.0
Adult,58.0,167.0
Adult,97.0,312.0
Adult,49.0,217.0
Adult,28.0,85.0
Adult,195.0,443.0
Adult,25.0,76.0
Adult,55.0,189.0
Adult,51.0,204.0
Adult,149.0,595.0
Adult,28.0,76.0
Adult,32.0,89.0
Adult,96.0,283.0
Adult,74.0,158.0
Adult,28.0,84.0
Adult,59.0,274.0
Adult,85.0,164.0
Adult,54.0,132.0
Adult,100.0,236.0
Adult,45.0,197.0
Adult,57.0,182.0
Adult,92.0,241.0
Adult,41.0,129.0
Adult,74.0,203.0
Adult,46.0,127.0
Adult,32.0,109.0
Adult,55.0,189.0
Adult,70.0,174.0
Adult,67.0,140.0
Adult,71.0,118.0
Adult,113.0,263.0
Adult,29.0,118.0
Adult,55.0,111.0
Adult,47.0,142.0
Adult,135.0,255.0
Adult,64.0,204.0
Adult,73.0,144.0
Adult,185.0,445.0
Adult,66.0,193.0
Adult,51.0,131.0
Adult,72.0,204.0
Adult,102.0,302.0
Adult,37.0,99.0
Adult,33.0,85.0
Adult,94.0,316.0
Adult,67.0,190.0
Adult,52.0,198.0
Adult,54.0,121.0
Adult,227.0,617.0
Adult,44.0,107.0
Adult,86.0,327.0
Adult,74.0,178.0
Adult,163.0,300.0
Adult,28.0,93.0
Adult,69.0,176.0
Adult,101.0,230.0
Adult,60.0,109.0
Adult,171.0,469.0
Adult,60.0,158.0
Adult,96.0,231.0
Adult,64.0,202.0
Adult,155.0,299.0
Adult,39.0,97.0
Child,32.0,88.0
Adult,53.0,147.0
Adult,115.0,281.0
Adult,64.0,165.0
Adult,36.0,158.0
Adult,56.0,141.0
Adult,37.0,88.0
Adult,70.0,185.0
Adult,46.0,114.0
Adult,46.0,123.0
Adult,63.0,181.0
Adult,93.0,221.0
Adult,58.0,112.0
Adult,107.0,326.0
Adult,85.0,218.0
Adult,30.0,125.0
Adult,97.0,392.0
Adult,67.0,127.0
Adult,29.0,71.0
Adult,83.0,281.0
Adult,42.0,130.0
Adult,40.0,155.0
Adult,32.0,91.0
Adult,71.0,160.0
Adult,74.0,175.0
Adult,19.0,66.0
Adult,55.0,153.0
Adult,66.0,212.0
Adult,177.0,315.0
Adult,75.0,232.0
Adult,29.0,91.0
Adult,131.0,477.0
Adult,65.0,178.0
Adult,134.0,285.0
Adult,29.0,111.0
Adult,35.0,94.0
Adult,32.0,102.0
Adult,39.0,135.0
Adult,50.0,85.0
Adult,132.0,249.0
Adult,82.0,247.0
Adult,63.0,157.0
Adult,39.0,103.0
Adult,55.0,181.0
Adult,43.0,129.0
Adult,71.0,188.0
Adult,85.0,249.0
Adult,26.0,74.0
Adult,39.0,94.0
Adult,104.0,288.0
Adult,56.0,136.0
Adult,49.0,166.0
Adult,74.0,222.0
Adult,46.0,91.0
Adult,83.0,206.0
Adult,71.0,162.0
Adult,178.0,440.0
Adult,69.0,167.0
Adult,40.0,144.0
Adult,28.0,73.0
Adult,39.0,154.0
Adult,36.0,103.0
Adult,44.0,115.0
Adult,48.0,114.0
Adult,22.0,77.0
Adult,72.0,145.0
Adult,29.0,89.0
Adult,46.0,82.0
Adult,39.0,79.0
Adult,39.0,109.0
Adult,46.0,118.0
Adult,86.0,286.0
Adult,47.0,122.0
Adult,99.0,245.0
Adult,60.0,213.0
Adult,33.0,76.0
Adult,36.0,71.0
Adult,35.0,105.0
Adult,54.0,111.0
Adult,56.0,227.0
Adult,25.0,68.0
Adult,201.0,498.0
Adult,158.0,508.0
Adult,39.0,89.0
Adult,75.0,234.0
Adult,289.0,608.0
Adult,32.0,103.0
Adult,61.0,196.0
Adult,50.0,125.0
Adult,63.0,133.0
Adult,48.0,167.0
Adult,64.0,118.0
Adult,44.0,152.0
Adult,82.0,207.0
Adult,33.0,74.0
Adult,78.0,285.0
Adult,36.0,103.0
Adult,61.0,102.0
Adult,74.0,219.0
Adult,60.0,259.0
Adult,49.0,121.0
Adult,42.0,139.0
Adult,34.0,95.0
Adult,113.0,225.0
Adult,47.0,128.0
Adult,58.0,117.0
Adult,30.0,94.0
Adult,82.0,173.0
Adult,78.0,247.0
Adult,142.0,352.0
Adult,73.0,229.0
Adult,46.0,118.0
Adult,62.0,104.0
Adult,264.0,409.0
Adult,66.0,173.0
Adult,100.0,219.0
Adult,30.0,84.0
Adult,25.0,81.0
Adult,88.0,246.0
Adult,39.0,101.0
Adult,21.0,71.0
Adult,28.0,100.0
Adult,53.0,202.0
Adult,62.0,103.0
Adult,47.0,146.0
Adult,25.0,85.0
Adult,65.0,147.0
Adult,34.0,141.0
Adult,45.0,114.0
Adult,86.0,264.0
Adult,81.0,208.0
Adult,148.0,343.0
Adult,149.0,426.0
Adult,67.0,199.0
Adult,36.0,95.0
Adult,65.0,244.0
Adult,124.0,361.0
Adult,57.0,120.0
Adult,51.0,167.0
Adult,31.0,72.0
Adult,29.0,73.0
Adult,41.0,130.0
Adult,39.0,89.0
Adult,33.0,121.0
Adult,103.0,238.0
Adult,68.0,165.0
Adult,172.0,314.0
Adult,89.0,283.0
Adult,49.0,172.0
Adult,35.0,113.0
Adult,27.0,71.0
Adult,60.0,174.0
Adult,49.0,154.0
Adult,60.0,135.0
Adult,35.0,68.0
Adult,35.0,104.0
Child,44.0,121.0
Adult,35.0,75.0
Adult,66.0,215.0
Adult,108.0,268.0
Adult,53.0,143.0
Adult,39.0,113.0
Adult,37.0,103.0
Adult,49.0,157.0
Adult,31.0,94.0
Child,39.0,131.0
Adult,63.0,169.0
Adult,37.0,125.0
Adult,36.0,111.0
Adult,35.0,100.0
Adult,36.0,98.0
Adult,68.0,178.0
Adult,28.0,92.0
Adult,88.0,345.0
Adult,265.0,505.0
Adult,53.0,174.0
Adult,15.0,69.0
Adult,43.0,110.0
Adult,42.0,135.0
Adult,74.0,211.0
Adult,134.0,282.0
Adult,59.0,102.0
Adult,40.0,109.0
Adult,107.0,217.0
Adult,68.0,168.0
Adult,43.0,146.0
Adult,73.0,185.0
Adult,90.0,194.0
Adult,53.0,159.0
Adult,33.0,103.0
Adult,74.0,171.0
Adult,32.0,103.0
Adult,59.0,152.0
Adult,29.0,91.0
Adult,42.0,104.0
Adult,33.0,100.0
Adult,56.0,175.0
Adult,31.0,96.0
Adult,28.0,87.0
Adult,36.0,126.0
Adult,51.0,143.0
Adult,139.0,326.0
Adult,83.0,217.0
Child,52.0,195.0
Adult,78.0,180.0
Adult,53.0,123.0
Adult,67.0,203.0
Adult,25.0,66.0
Adult,32.0,102.0
Adult,93.0,265.0
Adult,40.0,100.0
Adult,72.0,219.0
Adult,52.0,139.0
Adult,33.0,93.0
Adult,65.0,181.0
Adult,205.0,535.0
Adult,80.0,219.0
Adult,37.0,91.0
Child,106.0,300.0
Adult,54.0,164.0
Adult,77.0,184.0
Adult,125.0,367.0
Adult,39.0,162.0
Adult,96.0,261.0
Adult,118.0,322.0
Adult,49.0,165.0
Adult,49.0,93.0
Adult,43.0,102.0
Adult,88.0,196.0
Adult,53.0,165.0
Adult,53.0,159.0
Adult,47.0,94.0
Adult,157.0,304.0
Adult,56.0,162.0
Adult,32.0,96.0
Adult,50.0,165.0
Adult,65.0,176.0
Adult,36.0,130.0
Adult,60.0,111.0
Adult,53.0,148.0
Adult,38.0,91.0
Adult,106.0,273.0
Adult,70.0,249.0
Adult,91.0,229.0
Adult,29.0,93.0
Adult,32.0,67.0
Adult,99.0,375.0
Adult,28.0,122.0
Adult,174.0,609.0
Adult,70.0,243.0
Adult,60.0,120.0
Adult,245.0,430.0
Adult,25.0,82.0
Adult,94.0,169.0
Adult,43.0,142.0
Adult,28.0,84.0
Adult,67.0,285.0
Adult,138.0,251.0
Adult,81.0,167.0
Adult,39.0,91.0
Adult,45.0,134.0
Adult,60.0,179.0
Adult,43.0,132.0
Adult,107.0,251.0
Adult,73.0,233.0
Adult,99.0,322.0
Adult,29.0,116.0
Adult,149.0,528.0
Adult,29.0,82.0
Adult,197.0,421.0
Adult,39.0,122.0
Adult,43.0,114.0
Adult,54.0,180.0
Adult,47.0,135.0
Adult,36.0,109.0
Adult,97.0,352.0
Adult,42.0,121.0
Adult,192.0,446.0
Adult,50.0,103.0
Adult,27.0,81.0
Adult,55.0,169.0
Adult,160.0,370.0
Adult,43.0,142.0
Adult,46.0,145.0
Adult,58.0,114.0
Adult,53.0,192.0
Adult,41.0,134.0
Adult,95.0,254.0
Adult,29.0,116.0
Adult,77.0,217.0
Adult,48.0,142.0
Adult,138.0,414.0
Adult,53.0,135.0
Adult,32.0,109.0
Child,28.0,97.0
Adult,163.0,463.0
Adult,56.0,162.0
Adult,22.0,94.0
Child,31.0,92.0
Adult,38.0,110.0
Adult,54.0,210.0
Adult,69.0,146.0
Adult,102.0,293.0
Adult,39.0,82.0
Adult,195.0,479.0
Adult,30.0,100.0
Adult,42.0,95.0
Adult,21.0,81.0
Adult,62.0,116.0
Adult,139.0,331.0
Adult,36.0,152.0
Adult,173.0,321.0
Adult,36.0,114.0
Adult,32.0,96.0
Adult,82.0,279.0
Adult,78.0,201.0
Adult,110.0,205.0
Adult,89.0,160.0
Adult,41.0,138.0
Adult,38.0,96.0
Adult,93.0,245.0
Adult,51.0,162.0
Adult,64.0,105.0
Adult,57.0,149.0
Adult,25.0,69.0
Adult,35.0,88.0
Adult,33.0,98.0
Adult,64.0,189.0
Adult,68.0,174.0
Adult,64.0,147.0
Adult,35.0,79.0
Adult,115.0,334.0
Adult,59.0,187.0
Adult,31.0,103.0
Adult,56.0,139.0
Adult,27.0,92.0
Adult,30.0,66.0
Adult,35.0,92.0
Adult,36.0,122.0
Adult,103.0,293.0
Adult,69.0,213.0
Adult,49.0,159.0
Adult,56.0,174.0
Adult,61.0,154.0
Adult,43.0,153.0
Adult,38.0,81.0
Adult,35.0,98.0
Adult,36.0,92.0
Adult,43.0,124.0
Adult,42.0,147.0
Adult,52.0,150.0
Adult,70.0,132.0
Adult,46.0,110.0
Adult,61.0,219.0
Adult,54.0,173.0
Adult,32.0,95.0
Adult,107.0,288.0
Adult,158.0,588.0
Adult,74.0,206.0
Adult,43.0,110.0
Adult,82.0,337.0
Adult,70.0,192.0
Adult,60.0,223.0
Adult,86.0,357.0
Adult,89.0,281.0
Adult,57.0,179.0
Adult,35.0,141.0
Adult,53.0,144.0
Adult,32.0,92.0
Adult,103.0,334.0
Adult,39.0,128.0
Adult,60.0,187.0
Child,110.0,388.0
Adult,96.0,211.0
Adult,60.0,250.0
Adult,39.0,130.0
Adult,78.0,213.0
Adult,49.0,117.0
Adult,83.0,204.0
Adult,47.0,112.0
Adult,47.0,142.0
Adult,112.0,347.0
Adult,27.0,83.0
Adult,42.0,142.0
Adult,32.0,90.0
Adult,54.0,160.0
Adult,87.0,229.0
Adult,144.0,306.0
Adult,43.0,117.0
Adult,100.0,263.0
Adult,61.0,168.0
Adult,63.0,166.0
Adult,234.0,569.0
Adult,34.0,82.0
Adult,104.0,234.0
Adult,43.0,105.0
Adult,35.0,82.0
Adult,99.0,270.0
Adult,170.0,478.0
Adult,70.0,246.0
Adult,50.0,153.0
Adult,75.0,124.0
Adult,143.0,274.0
Adult,71.0,225.0
Adult,103.0,318.0
Adult,46.0,117.0
Adult,52.0,163.0
Adult,25.0,76.0
Adult,48.0,167.0
Adult,42.0,109.0
Adult,53.0,182.0
Adult,96.0,284.0
Adult,50.0,154.0
Adult,210.0,363.0
Adult,32.0,107.0
Adult,91.0,199.0
Adult,29.0,128.0
Adult,48.0,89.0
Adult,56.0,182.0
Adult,99.0,262.0
Adult,53.0,118.0
Adult,43.0,123.0
Adult,21.0,66.0
Adult,33.0,74.0
Child,23.0,62.0
Adult,39.0,85.0
Adult,143.0,482.0
Adult,35.0,118.0
Adult,46.0,135.0
Adult,35.0,117.0
Child,64.0,141.0
Adult,51.0,125.0
Adult,75.0,206.0
Adult,28.0,107.0
Adult,68.0,135.0
Adult,37.0,96.0
Adult,89.0,233.0
Adult,35.0,82.0
Adult,46.0,167.0
Adult,51.0,158.0
Adult,91.0,221.0
Adult,29.0,120.0
Adult,57.0,171.0
Adult,35.0,107.0
Adult,53.0,163.0
Adult,29.0,84.0
Adult,102.0,268.0
Adult,29.0,107.0
Adult,42.0,109.0
Adult,18.0,71.0
Adult,49.0,149.0
Adult,64.0,196.0
Adult,37.0,99.0
Child,36.0,101.0
Adult,57.0,161.0
Adult,53.0,127.0
Adult,138.0,370.0
Adult,25.0,84.0
Adult,54.0,154.0
Adult,55.0,207.0
Adult,43.0,156.0
Adult,49.0,104.0
Adult,64.0,133.0
Adult,86.0,228.0
Adult,25.0,82.0
Adult,26.0,72.0
Adult,214.0,675.0
Adult,57.0,174.0
Adult,212.0,403.0
Adult,99.0,281.0
Adult,35.0,71.0
Adult,53.0,105.0
Adult,53.0,165.0
Adult,27.0,84.0
Adult,64.0,220.0
Adult,54.0,169.0
Adult,38.0,114.0
Adult,55.0,200.0
Adult,42.0,139.0
Adult,92.0,227.0
Adult,46.0,141.0
Adult,25.0,102.0
Adult,125.0,446.0
Adult,29.0,75.0
Adult,42.0,122.0
Adult,115.0,254.0
Adult,60.0,158.0
Adult,89.0,221.0
Adult,39.0,95.0
Adult,35.0,120.0
Adult,25.0,92.0
Adult,43.0,127.0
Adult,62.0,189.0
Adult,96.0,211.0
Adult,79.0,212.0
Adult,22.0,99.0
Adult,40.0,89.0
Adult,75.0,141.0
Adult,36.0,83.0
Adult,100.0,284.0
Adult,187.0,387.0
Adult,49.0,137.0
Child,49.0,129.0
Adult,49.0,91.0
Adult,39.0,100.0
Adult,33.0,79.0
Adult,51.0,167.0
Adult,100.0,245.0
Adult,56.0,135.0
Adult,113.0,200.0
Adult,60.0,154.0
Adult,32.0,86.0
Adult,259.0,529.0
Adult,107.0,319.0
Adult,68.0,178.0
Adult,47.0,140.0
Adult,40.0,121.0
Adult,84.0,213.0
Adult,31.0,92.0
Adult,85.0,153.0
Adult,42.0,162.0
Adult,71.0,233.0
Adult,46.0,176.0
Adult,49.0,130.0
Adult,77.0,197.0
Adult,24.0,71.0
Adult,134.0,364.0
Adult,76.0,204.0
Adult,75.0,212.0
Adult,82.0,259.0
Adult,60.0,182.0
Adult,75.0,205.0
Adult,86.0,185.0
Adult,114.0,276.0
Adult,51.0,144.0
Adult,53.0,189.0
Adult,65.0,142.0
Adult,58.0,152.0
Adult,74.0,131.0
Adult,57.0,98.0
Adult,61.0,140.0
Adult,135.0,293.0
Adult,36.0,108.0
Adult,75.0,195.0
Adult,35.0,109.0
Adult,32.0,98.0
Adult,85.0,337.0
Adult,26.0,114.0
Adult,60.0,146.0
Adult,29.0,79.0
Adult,36.0,110.0
Adult,153.0,440.0
Adult,56.0,132.0
Adult,166.0,364.0
Adult,106.0,260.0
Adult,43.0,124.0
Adult,46.0,172.0
Adult,70.0,157.0
Adult,29.0,87.0
Adult,86.0,206.0
Adult,26.0,75.0
Adult,59.0,217.0
Adult,35.0,108.0
Adult,32.0,94.0
Adult,60.0,188.0
Adult,46.0,83.0
Adult,38.0,109.0
Child,192.0,556.0
Adult,130.0,304.0
Adult,30.0,75.0
Adult,39.0,126.0
Adult,114.0,231.0
Adult,26.0,71.0
Adult,103.0,321.0
Adult,96.0,286.0
Adult,94.0,248.0
Adult,42.0,123.0
Adult,58.0,185.0
Adult,56.0,190.0
Adult,139.0,283.0
Adult,72.0,222.0
Adult,67.0,119.0
Adult,46.0,110.0
Adult,192.0,554.0
Adult,31.0,81.0
Adult,58.0,155.0
Adult,42.0,125.0
Adult,38.0,121.0
Adult,108.0,217.0
Adult,87.0,339.0
Adult,267.0,453.0
Adult,39.0,127.0
Adult,28.0,93.0
Adult,43.0,95.0
Adult,156.0,307.0
Adult,41.0,131.0
Adult,113.0,217.0
Adult,64.0,211.0
Adult,129.0,404.0
Adult,36.0,112.0
Adult,39.0,119.0
Adult,47.0,129.0
Adult,29.0,71.0
Adult,58.0,126.0
Adult,72.0,186.0
Adult,78.0,138.0
Adult,49.0,124.0
Adult,44.0,92.0
Adult,50.0,151.0
Adult,53.0,132.0
Adult,44.0,153.0
Adult,100.0,260.0
Adult,63.0,113.0
Adult,100.0,300.0
Adult,80.0,266.0
Adult,33.0,99.0
Adult,87.0,249.0
Adult,113.0,365.0
Adult,63.0,176.0
Adult,67.0,187.0
Child,49.0,170.0
Adult,32.0,74.0
Adult,43.0,83.0
Adult,72.0,284.0
Adult,27.0,85.0
Adult,43.0,97.0
Adult,49.0,135.0
Adult,137.0,338.0
Adult,24.0,70.0
Adult,34.0,92.0
Adult,78.0,147.0
Adult,54.0,196.0
Adult,86.0,253.0
Adult,73.0,129.0
Adult,162.0,350.0
Adult,42.0,117.0
Adult,62.0,224.0
Adult,69.0,179.0
Adult,32.0,83.0
Adult,67.0,158.0
Adult,118.0,338.0
Adult,34.0,91.0
Adult,42.0,108.0
Adult,48.0,174.0
Adult,33.0,98.0
Adult,74.0,311.0
