Category,Width,Height
Adult,54,138
Adult,81,241
Adult,78,169
Adult,36,142
Adult,28,119
Adult,32,81
Adult,57,167
Adult,55,166
Adult,75,214
Adult,25,86
Adult,37,77
Adult,39,87
Adult,89,168
Adult,54,130
Adult,35,107
Adult,39,126
Adult,81,208
Adult,222,563
Adult,163,402
Adult,35,98
Adult,40,127
Adult,36,83
Adult,73,205
Adult,84,169
Adult,32,70
Adult,33,89
Adult,129,230
Adult,29,76
Adult,45,185
Adult,22,68
Adult,65,204
Adult,50,111
Adult,226,432
Adult,32,119
Adult,52,103
Adult,61,217
Adult,46,154
Adult,39,135
Adult,81,242
Adult,100,279
Adult,43,144
Adult,90,281
Adult,99,245
Adult,32,98
Adult,57,186
Adult,64,122
Adult,77,165
Adult,37,110
Adult,268,589
Adult,46,115
Adult,32,100
Adult,32,78
Adult,24,87
Adult,45,93
Adult,35,112
Adult,46,116
Adult,60,230
Adult,114,289
Adult,43,116
Adult,174,371
Adult,75,237
Adult,36,97
Adult,67,167
Adult,28,94
Adult,47,215
Adult,27,76
Adult,270,604
Adult,59,141
Adult,42,103
Adult,89,265
Adult,28,72
Adult,43,190
Adult,33,91
Adult,89,174
Adult,73,287
Adult,30,76
Adult,26,74
Adult,28,81
Adult,24,80
Adult,54,249
Adult,25,76
Adult,36,106
Adult,100,355
Adult,32,99
Adult,109,226
Adult,55,141
Adult,99,292
Adult,198,426
Adult,36,90
Adult,28,101
Adult,75,152
Adult,31,98
Adult,80,221
Adult,33,90
Adult,27,66
Adult,129,485
Adult,122,368
Adult,63,103
Child,22,57
Adult,53,199
Adult,36,101
Adult,25,84
Adult,69,172
Adult,52,229
Adult,74,242
Adult,82,234
Adult,36,116
Adult,245,552
Adult,121,255
Adult,59,135
Adult,79,269
Adult,37,129
Adult,28,97
Adult,53,201
Adult,68,119
Adult,51,89
Adult,42,91
Adult,50,143
Adult,93,335
Adult,36,105
Child,103,327
Child,47,138
Adult,58,125
Adult,43,108
Adult,23,66
Adult,58,181
Adult,22,75
Adult,74,291
Adult,61,217
Adult,79,200
Adult,53,149
Adult,53,121
Adult,57,130
Adult,24,107
Adult,133,313
Adult,40,177
Adult,171,478
Adult,29,80
Adult,61,163
Adult,60,224
Adult,74,188
Adult,58,162
Adult,39,140
Adult,46,114
Adult,46,114
Adult,260,451
Adult,40,137
Adult,68,226
Adult,92,242
Adult,53,128
Adult,60,206
Adult,28,93
Adult,131,367
Adult,44,89
Adult,93,299
Adult,43,104
Adult,31,106
Adult,52,107
Adult,69,247
Adult,29,85
Adult,26,102
Adult,61,185
Adult,29,93
Adult,74,168
Adult,45,138
Adult,38,103
Adult,55,133
Child,39,83
Adult,30,80
Adult,49,159
Adult,52,179
Adult,50,151
Adult,60,181
Adult,40,103
Adult,43,158
Child,25,84
Adult,59,185
Adult,89,189
Adult,28,78
Adult,87,191
Adult,90,258
Adult,49,144
Adult,127,278
Adult,49,123
Adult,27,82
Adult,85,181
Child,59,132
Adult,203,377
Adult,81,212
Adult,35,86
Adult,57,142
Adult,43,121
Adult,26,84
Child,39,147
Adult,82,227
Adult,31,92
Adult,57,118
Adult,59,205
Adult,77,207
Adult,25,97
Adult,60,139
Adult,85,199
Adult,61,167
Adult,159,437
Adult,38,111
Adult,113,263
Adult,127,334
Adult,67,290
Adult,29,78
Child,106,225
Adult,80,181
Adult,73,292
Adult,68,297
Adult,58,121
Adult,25,85
Adult,44,121
Child,53,178
Adult,88,327
Adult,81,153
Adult,79,289
Adult,36,110
Adult,40,125
Adult,28,84
Adult,65,178
Adult,157,492
Adult,64,146
Adult,95,278
Adult,60,130
Adult,33,89
Adult,46,192
Adult,35,99
Adult,54,120
Adult,46,125
Adult,139,308
Adult,35,95
Adult,82,199
Adult,46,106
Adult,48,128
Adult,129,290
Adult,54,193
Adult,97,187
Adult,31,89
Adult,45,172
Adult,79,164
Adult,83,159
Adult,49,98
Adult,182,400
Adult,25,69
Adult,50,143
Adult,78,188
Adult,82,239
Adult,77,199
Adult,64,217
Adult,51,135
Adult,31,89
Adult,78,242
Adult,27,72
Adult,54,127
Adult,32,97
Adult,110,430
Adult,58,125
Adult,97,376
Adult,132,500
Adult,31,70
Adult,42,133
Adult,58,146
Adult,45,175
Adult,26,89
Adult,42,87
Child,23,71
Adult,32,94
Adult,89,254
Adult,69,188
Adult,36,102
Adult,135,273
Adult,111,206
Adult,39,110
Adult,62,200
Adult,41,96
Adult,108,292
Adult,41,114
Adult,49,144
Adult,40,87
Adult,62,186
Adult,36,73
Adult,43,94
Adult,31,85
Adult,35,100
Adult,44,165
Adult,43,130
Adult,36,134
Child,50,178
Adult,45,159
Adult,35,140
Adult,49,124
Adult,42,111
Adult,60,199
Adult,78,224
Child,53,124
Adult,86,165
Adult,61,185
Adult,93,270
Adult,34,82
Adult,102,297
Adult,39,98
Adult,71,222
Adult,105,290
Adult,64,173
Adult,50,134
Adult,36,132
Adult,58,233
Adult,35,99
Adult,51,118
Adult,22,65
Adult,130,430
Adult,45,112
Adult,57,151
Adult,31,87
Adult,82,176
Adult,36,89
Adult,49,140
Adult,44,136
Adult,46,115
Adult,139,325
Adult,42,118
Adult,52,114
Adult,54,115
Adult,64,189
Adult,157,254
Adult,46,133
Adult,32,66
Adult,45,99
Adult,137,206
Child,79,177
Adult,32,96
Adult,49,139
Adult,135,510
Adult,90,245
Adult,64,158
Adult,79,141
Adult,195,592
Adult,46,112
Adult,95,269
Adult,42,160
Adult,50,135
Adult,23,69
Adult,40,81
Adult,50,111
Adult,54,143
Adult,65,177
Adult,40,123
Adult,100,252
Adult,62,162
Adult,82,334
Child,30,103
Adult,23,70
Adult,279,548
Adult,64,180
Adult,35,110
Adult,74,253
Child,40,62
Adult,28,100
Adult,36,139
Adult,71,217
Adult,72,200
Adult,65,157
Adult,64,216
Adult,28,79
Adult,114,405
Adult,74,253
Adult,36,93
Child,100,189
Adult,43,120
Adult,75,248
Adult,53,177
Adult,42,78
Adult,61,118
Adult,37,82
Adult,25,74
Adult,59,107
Adult,57,120
Adult,21,73
Adult,64,198
Adult,45,115
Adult,47,198
Adult,110,206
Adult,29,105
Adult,56,208
Adult,60,212
Adult,49,128
Adult,28,92
Adult,63,172
Adult,39,110
Adult,21,90
Adult,61,130
Adult,57,124
Adult,49,130
Adult,68,198
Adult,91,187
Adult,56,132
Adult,29,123
Adult,86,307
Adult,43,160
Adult,67,123
Adult,33,89
Adult,76,285
Adult,155,294
Adult,57,163
Adult,63,187
Adult,78,219
Adult,57,164
Adult,98,187
Adult,46,156
Adult,51,186
Adult,35,109
Adult,52,117
Adult,30,82
Child,35,158
Adult,57,145
Adult,35,100
Adult,193,478
Adult,71,165
Adult,49,125
Adult,74,237
Adult,110,222
Adult,149,412
Adult,68,182
Adult,70,236
Adult,57,158
Adult,78,141
Adult,56,157
Adult,29,90
Adult,43,82
Adult,45,112
Child,44,112
Adult,28,82
Adult,60,186
Adult,40,142
Adult,176,311
Adult,100,223
Adult,85,309
Adult,54,144
Adult,74,189
Adult,74,159
Adult,62,185
Adult,85,216
Adult,48,115
Adult,43,174
Adult,46,106
Adult,166,366
Adult,32,71
Adult,117,272
Adult,61,111
Adult,34,98
Adult,40,125
Adult,61,140
Adult,63,246
Adult,46,103
Adult,28,65
Adult,28,121
Adult,127,296
Adult,49,113
Adult,40,149
Adult,135,364
Adult,66,194
Adult,49,108
Adult,192,452
Adult,40,107
Adult,34,93
Adult,71,210
Adult,69,139
Child,49,97
Adult,178,440
Adult,33,75
Adult,32,100
Adult,26,107
Adult,64,271
Adult,61,276
Adult,49,146
Adult,61,218
Adult,55,126
Adult,86,167
Adult,34,107
Adult,34,99
Adult,34,66
Adult,73,127
Adult,149,434
Adult,32,133
Adult,31,99
Adult,21,67
Adult,25,89
Adult,49,192
Adult,154,373
Adult,71,159
Adult,39,127
Adult,92,290
Adult,43,135
Adult,36,117
Adult,99,250
Adult,25,70
Adult,42,107
Adult,45,106
Adult,95,216
Adult,41,116
Adult,43,114
Adult,41,107
Adult,67,212
Adult,75,224
Adult,78,159
Adult,35,71
Child,28,62
Adult,99,274
Adult,41,83
Adult,32,67
Adult,81,212
Adult,88,217
Adult,82,135
Adult,35,131
Adult,39,139
Adult,94,236
Child,29,75
Adult,29,83
Adult,185,405
Adult,85,263
Adult,36,84
Adult,30,83
Adult,38,96
Adult,160,374
Adult,71,221
Adult,199,431
Adult,74,195
Adult,31,122
Adult,156,450
Adult,49,165
Adult,25,117
Adult,44,156
Adult,43,101
Adult,66,175
Adult,28,97
Adult,79,264
Adult,35,87
Adult,74,231
Adult,38,119
Adult,71,191
Adult,47,119
Adult,54,140
Adult,52,124
Adult,163,398
Adult,39,80
Adult,46,90
Adult,86,140
Adult,50,84
Adult,73,138
Adult,111,281
Adult,89,246
Adult,57,159
Adult,22,70
Adult,28,75
Adult,25,94
Adult,57,108
Adult,85,343
Adult,63,198
Adult,125,351
Adult,85,224
Adult,75,202
Adult,91,230
Adult,34,123
Adult,71,163
Adult,51,130
Adult,231,450
Adult,42,92
Child,49,141
Adult,80,199
Adult,31,99
Adult,81,237
Adult,146,383
Adult,22,82
Adult,43,132
Adult,43,139
Adult,34,101
Adult,174,256
Adult,194,383
Adult,74,147
Adult,42,123
Adult,55,163
Adult,150,341
Adult,97,242
Adult,71,225
Adult,60,162
Adult,92,254
Adult,46,178
Adult,58,161
Adult,39,126
Adult,32,96
Adult,36,73
Adult,28,78
Adult,31,96
Adult,68,171
Adult,51,155
Child,55,169
Adult,49,99
Adult,53,201
Adult,97,325
Adult,32,116
Adult,42,101
Adult,44,122
Adult,56,142
Adult,71,159
Adult,46,119
Adult,132,265
Adult,35,110
Adult,39,96
Adult,102,244
Adult,142,285
Adult,49,163
Child,85,195
Adult,81,304
Adult,67,216
Adult,92,382
Adult,31,113
Adult,139,299
Adult,26,92
Adult,24,72
Adult,40,144
Adult,30,78
Adult,64,145
Adult,46,135
Adult,52,161
Adult,57,104
Adult,132,251
Adult,35,103
Adult,57,167
Adult,59,153
Adult,33,120
Adult,132,386
Adult,79,226
Adult,29,84
Adult,74,256
Adult,79,216
Adult,38,123
Adult,32,91
Adult,35,100
Adult,35,98
Adult,67,244
Adult,130,257
Adult,54,151
Adult,69,137
Adult,87,170
Adult,113,304
Adult,70,200
Adult,79,163
Adult,32,100
Adult,49,160
Adult,26,84
Adult,61,213
Adult,82,240
Adult,47,123
Adult,98,298
Adult,28,78
Adult,44,172
Adult,36,105
Adult,99,260
Adult,67,144
Adult,30,87
Adult,33,94
Adult,90,262
Child,61,145
Child,64,139
Adult,122,469
Adult,53,134
Adult,61,109
Adult,67,179
Adult,68,211
Adult,36,91
Adult,35,114
Adult,115,269
Adult,32,84
Child,59,211
Adult,46,125
Adult,28,65
Adult,32,107
Adult,41,155
Adult,92,294
Child,21,66
Adult,32,123
Adult,25,90
Adult,54,217
Adult,29,71
Adult,36,109
Adult,36,103
Child,22,76
Adult,78,204
Adult,58,224
Adult,206,500
Adult,60,158
Adult,64,122
Adult,75,160
Adult,51,174
Child,42,139
Adult,26,71
Adult,95,282
Adult,37,66
Adult,32,77
Adult,36,107
Adult,41,112
Adult,108,286
Adult,40,126
Adult,29,103
Adult,45,109
Adult,69,148
Adult,41,128
Adult,72,263
Adult,79,198
Adult,61,130
Adult,78,308
Adult,45,124
Adult,30,97
Adult,34,123
Adult,49,114
Adult,82,130
Adult,139,381
Adult,188,367
Adult,100,307
Adult,28,94
Adult,79,153
Adult,94,211
Adult,60,158
Adult,113,254
Adult,78,236
Adult,43,126
Adult,32,94
Adult,49,159
Adult,63,251
Adult,71,231
Adult,35,120
Adult,57,178
Adult,68,200
Adult,74,210
Adult,57,203
Adult,75,199
Adult,107,284
Adult,31,107
Adult,29,116
Adult,149,377
Adult,37,79
Adult,30,91
Adult,33,75
Adult,47,133
Adult,61,188
Adult,46,101
Adult,37,149
Adult,22,76
Adult,30,84
Adult,141,381
Adult,75,290
Adult,45,123
Adult,21,86
Adult,59,145
Adult,55,164
Adult,104,196
Adult,38,81
Adult,199,473
Adult,132,317
Adult,32,92
Adult,36,92
Adult,28,92
Adult,25,65
Adult,97,345
Adult,75,192
Adult,36,98
Adult,206,426
Adult,121,281
Adult,142,359
Adult,150,338
Adult,53,138
Adult,93,273
Adult,120,313
Adult,87,231
Adult,49,119
Adult,47,148
Adult,61,164
Adult,82,174
Adult,29,83
Adult,218,374
Adult,89,217
Adult,31,97
Adult,92,248
Adult,21,82
Adult,29,108
Child,19,57
Adult,82,210
Adult,34,89
Adult,68,149
Adult,34,81
Adult,49,162
Adult,185,370
Adult,74,185
Adult,29,88
Adult,78,254
Adult,114,312
Adult,45,155
Adult,114,359
Adult,50,158
Adult,75,238
Adult,67,158
Adult,68,134
Adult,50,156
Adult,74,158
Adult,89,166
Adult,35,118
Adult,25,66
Adult,75,162
Adult,135,414
Adult,17,72
Adult,145,271
Adult,113,430
Adult,44,152
Adult,25,72
Adult,49,100
Adult,71,170
Adult,78,313
Adult,71,192
Adult,35,79
Adult,92,243
Adult,57,174
Adult,35,114
Adult,27,71
Adult,143,381
Adult,27,82
Adult,51,121
Adult,207,453
Adult,66,140
Adult,55,158
Child,53,139
Adult,42,146
Adult,81,212
Adult,39,107
Adult,47,92
Adult,156,628
Adult,34,126
Adult,43,128
Adult,40,94
Adult,22,68
Adult,128,300
Adult,87,201
Adult,96,242
Adult,67,172
Adult,40,136
Child,36,109
Adult,46,109
Adult,29,85
Adult,96,237
Adult,29,89
Adult,47,138
Adult,56,143
Adult,142,377
Adult,86,236
Adult,61,116
Adult,50,100
Adult,37,101
Child,34,125
Adult,80,346
Adult,60,231
Adult,29,65
Adult,111,362
Adult,82,204
Adult,31,96
Adult,71,136
Adult,67,163
Adult,35,106
Adult,55,210
Adult,42,125
Adult,108,308
Adult,45,126
Adult,28,80
Adult,80,244
Adult,114,364
Adult,42,122
Adult,281,501
Adult,89,201
Adult,50,103
Adult,60,188
Adult,25,77
Adult,45,126
Adult,71,276
Child,68,185
Adult,68,202
Adult,45,116
Child,59,135
Adult,63,184
Adult,39,94
Adult,45,155
Adult,27,86
Adult,32,69
Adult,43,92
Adult,164,468
Adult,36,85
Adult,46,169
Adult,35,83
Adult,82,270
Adult,121,295
Adult,28,67
Adult,66,182
Adult,63,145
Adult,32,99
Adult,71,117
Adult,24,76
Adult,43,103
Adult,75,186
Adult,79,273
Adult,191,374
Adult,35,98
Adult,178,639
Adult,39,121
Adult,32,108
Adult,41,135
Adult,28,83
Adult,43,172
Adult,37,91
Adult,50,130
Adult,52,199
Adult,61,148
Adult,130,475
Adult,52,114
Adult,83,243
Adult,79,153
Adult,78,169
Adult,85,167
Adult,36,91
Adult,60,206
Adult,30,72
Adult,72,171
Adult,30,97
Adult,54,110
Adult,81,208
Adult,28,84
Adult,68,153
Adult,75,261
Adult,35,135
Adult,57,228
Adult,28,76
Adult,78,113
Adult,54,145
Adult,64,213
Adult,78,215
Adult,113,345
Adult,40,117
Adult,100,283
Adult,33,91
Adult,47,131
Adult,80,174
Adult,32,108
Adult,54,171
Adult,44,122
Adult,50,166
Adult,85,199
Adult,187,451
Adult,66,123
Adult,57,173
Adult,50,117
Adult,36,112
Adult,63,263
Adult,42,144
Adult,291,606
Adult,89,285
Adult,50,171
Adult,31,75
Adult,32,104
Adult,48,124
Adult,25,65
Adult,38,127
Adult,71,222
Adult,60,194
Adult,39,106
Adult,38,159
Adult,69,243
Adult,72,210
Adult,96,196
Adult,21,87
Adult,50,148
Adult,65,138
Adult,88,231
Adult,36,119
Adult,63,237
Adult,34,153
Adult,82,208
Adult,45,144
Adult,79,156
Adult,113,195
Adult,323,612
Adult,75,151
Adult,92,225
Adult,64,183
Adult,64,169
Adult,53,199
Adult,62,235
Adult,37,139
Adult,60,171
Adult,85,235
Adult,92,243
Adult,156,476
Adult,32,99
Adult,96,295
Adult,106,254
Adult,45,96
Adult,68,224
Adult,38,124
Adult,150,327
Adult,36,87
Adult,78,177
Adult,55,135
Adult,78,292
Adult,79,197
Adult,100,223
Adult,38,105
Adult,42,107
Adult,46,109
Adult,39,117
Adult,35,114
Adult,35,112
Child,37,101
Adult,27,77
Adult,58,184
Adult,26,97
Adult,74,183
Adult,50,89
Child,46,127
Adult,28,127
Adult,35,87
Adult,53,141
Adult,106,292
Adult,34,83
Adult,103,326
Adult,39,128
Adult,28,114
Adult,35,91
Adult,22,69
Adult,55,157
Adult,22,77
Adult,28,84
Adult,39,117
Adult,117,389
Adult,218,660
Adult,66,184
Adult,74,182
Adult,33,105
Adult,39,107
Adult,80,305
Adult,93,211
Adult,36,100
Adult,49,109
Adult,74,183
Adult,43,134
Adult,28,103
Adult,46,100
Adult,61,206
Adult,67,133
Adult,57,116
Adult,32,75
Adult,37,103
Adult,127,295
Adult,61,136
Adult,53,126
Adult,43,100
Adult,41,121
Adult,120,251
Adult,59,171
Adult,69,230
Adult,91,190
Adult,63,197
Adult,75,213
Adult,74,175
Adult,28,79
Adult,26,110
Adult,29,114
Adult,40,131
Adult,73,154
Adult,62,180
Adult,65,217
Adult,26,68
Adult,49,126
Adult,25,74
Adult,57,141
Adult,61,178
Adult,61,171
Adult,32,114
Adult,74,150
Adult,92,149
Adult,34,96
Adult,40,146
Adult,38,130
Adult,70,171
Adult,33,84
Adult,58,121
Adult,31,95
Adult,66,129
Adult,71,190
Adult,134,276
Adult,46,103
Adult,90,228
Adult,170,524
Adult,175,342
Adult,66,160
Adult,185,456
Adult,57,108
Adult,92,169
Adult,26,98
Adult,45,146
Adult,43,158
Adult,50,144
Adult,64,207
Adult,54,130
Adult,44,120
Adult,68,212
Adult,89,209
Adult,32,89
Adult,108,391
Adult,58,237
Adult,86,269
Adult,39,112
Adult,105,237
Adult,122,328
Adult,57,187
Adult,64,207
Adult,42,97
Adult,28,90
Adult,28,82
Adult,87,207
Adult,38,100
Adult,207,537
Adult,35,103
Adult,90,209
Adult,43,188
Adult,91,205
Adult,39,125
Adult,75,220
Adult,57,163
Adult,29,89
Adult,141,298
Adult,24,72
Adult,52,163
Adult,42,135
Adult,58,220
Adult,62,137
Adult,32,86
Adult,99,376
Adult,71,169
Adult,47,143
Adult,70,153
Adult,28,95
Adult,148,363
Adult,41,109
Adult,56,182
Adult,156,394
Adult,53,138
Adult,57,214
Adult,63,188
Adult,16,68
Adult,36,121
Adult,50,159
Adult,38,87
Adult,66,250
Adult,77,219
Adult,37,103
Adult,49,123
Adult,66,175
Adult,34,110
Adult,60,168
Adult,32,100
Adult,50,114
Adult,96,322
Adult,40,92
Adult,36,112
Adult,42,119
Adult,32,97
Adult,52,166
Adult,42,165
Adult,29,89
Adult,35,91
Adult,31,108
Adult,78,201
Adult,139,435
Adult,35,87
Adult,84,283
Adult,64,142
Adult,30,101
Adult,89,246
Adult,68,175
Adult,43,131
Adult,53,129
Adult,46,103
Adult,25,82
Adult,44,119
Adult,94,212
Adult,31,84
Adult,106,238
Adult,177,507
Adult,44,91
Adult,52,148
Adult,49,89
Adult,46,179
Adult,46,128
Adult,79,196
Adult,71,281
Adult,197,327
Adult,41,125
Adult,36,122
Adult,47,116
Adult,53,148
Adult,32,91
Adult,77,211
Adult,26,99
Adult,43,132
Adult,41,65
Adult,25,73
Adult,50,151
Adult,24,86
Adult,114,257
Adult,49,108
Adult,32,84
Adult,66,227
Adult,68,247
Adult,54,242
Adult,39,123
Adult,45,152
Adult,32,114
Adult,136,220
Adult,65,130
Adult,121,373
Adult,39,150
Adult,36,108
Adult,66,246
Adult,29,82
Adult,68,207
Adult,146,295
Adult,57,122
Adult,70,159
Adult,37,99
Adult,77,194
Adult,57,157
Adult,46,121
Adult,66,204
Adult,64,121
Adult,43,146
Adult,32,94
Adult,167,514
Adult,46,124
Adult,64,147
Adult,102,363
Adult,53,133
Adult,35,113
Adult,60,151
Adult,42,98
Adult,43,153
Adult,36,71
Adult,85,170
Adult,61,198
Adult,121,275
Adult,53,105
Adult,37,104
Adult,48,125
Adult,144,551
Adult,68,188
Adult,263,496
Adult,54,102
Adult,54,130
Adult,36,109
Adult,44,114
Adult,53,147
Adult,29,108
Adult,111,283
Adult,47,136
Adult,36,142
Adult,49,136
Adult,60,169
Adult,86,231
Adult,31,115
Adult,54,146
Adult,49,126
Adult,21,78
Adult,42,96
Adult,66,213
Adult,85,247
Adult,149,428
Adult,64,178
Adult,49,135
Adult,60,146
Adult,212,446
Adult,40,103
Adult,28,98
Adult,35,93
Adult,49,103
Adult,36,91
Adult,36,69
Adult,54,158
Adult,81,247
Adult,117,297
Child,42,117
Adult,25,89
Adult,54,171
Adult,47,151
Adult,31,77
Adult,83,217
Adult,43,122
Adult,50,182
Adult,22,69
Adult,66,194
Adult,27,72
Adult,53,162
Adult,35,74
Adult,50,165
Adult,46,123
Adult,43,134
Adult,118,428
Adult,211,431
Adult,39,91
Adult,72,222
Adult,38,106
Adult,64,164
Adult,36,105
Adult,42,106
Adult,57,170
Adult,125,231
Adult,57,192
Adult,58,156
Adult,62,164
Child,43,90
Adult,84,237
Adult,146,206
Adult,44,111
Adult,43,110
Adult,60,143
Adult,36,84
Adult,41,114
Adult,68,171
Adult,34,89
Adult,112,253
Adult,71,284
Adult,34,120
Adult,64,226
Adult,143,528
Adult,43,101
Adult,63,179
Adult,75,182
Adult,65,188
Adult,117,188
Adult,67,195
Adult,45,107
Adult,18,65
Adult,61,149
Adult,67,194
Adult,210,391
Adult,21,70
Adult,35,77
Adult,58,207
Adult,32,100
Adult,50,145
Adult,63,172
Adult,55,198
Adult,77,215
Adult,61,190
Adult,99,404
Adult,32,107
Adult,36,93
Child,36,114
Adult,42,151
Adult,31,68
Adult,26,76
Adult,71,192
Adult,54,167
Adult,103,314
Adult,40,100
Adult,182,304
Adult,41,117
Adult,27,71
Adult,39,131
Adult,40,93
Adult,144,350
Adult,28,68
Adult,35,107
Adult,41,74
Adult,43,135
Adult,49,141
Adult,39,121
Adult,76,211
Adult,85,379
Adult,175,434
Adult,129,388
Adult,34,95
Adult,158,276
Adult,74,180
Adult,71,263
Adult,56,194
Adult,38,127
Adult,29,105
Adult,38,111
Adult,116,224
Adult,25,98
Adult,189,411
Adult,97,194
Child,238,503
Adult,55,187
Adult,45,135
Adult,51,182
Child,49,148
Adult,69,172
Adult,30,111
Adult,57,118
Adult,32,102
Adult,81,214
Adult,82,151
Adult,30,114
Adult,57,125
Adult,57,123
Adult,74,128
Adult,49,112
Adult,37,124
Adult,74,171
Adult,25,78
Adult,37,79
Adult,57,156
Adult,58,167
Adult,97,312
Adult,49,217
Adult,28,85
Adult,195,443
Adult,25,76
Adult,55,189
Adult,51,204
Adult,149,595
Adult,28,76
Adult,32,89
Adult,96,283
Adult,74,158
Adult,28,84
Adult,59,274
Adult,85,164
Adult,54,132
Adult,100,236
Adult,45,197
Adult,57,182
Adult,92,241
Adult,41,129
Adult,74,203
Adult,46,127
Adult,32,109
Adult,55,189
Adult,70,174
Adult,67,140
Adult,71,118
Adult,113,263
Adult,29,118
Adult,55,111
Adult,47,142
Adult,135,255
Adult,64,204
Adult,73,144
Adult,185,445
Adult,66,193
Adult,51,131
Adult,72,204
Adult,102,302
Adult,37,99
Adult,33,85
Adult,94,316
Adult,67,190
Adult,52,198
Adult,54,121
Adult,227,617
Adult,44,107
Adult,86,327
Adult,74,178
Adult,163,300
Adult,28,93
Adult,69,176
Adult,101,230
Adult,60,109
Adult,171,469
Adult,60,158
Adult,96,231
Adult,64,202
Adult,155,299
Adult,39,97
Child,32,88
Adult,53,147
Adult,115,281
Adult,64,165
Adult,36,158
Adult,56,141
Adult,37,88
Adult,70,185
Adult,46,114
Adult,46,123
Adult,63,181
Adult,93,221
Adult,58,112
Adult,107,326
Adult,85,218
Adult,30,125
Adult,97,392
Adult,67,127
Adult,29,71
Adult,83,281
Adult,42,130
Adult,40,155
Adult,32,91
Adult,71,160
Adult,74,175
Adult,19,66
Adult,55,153
Adult,66,212
Adult,177,315
Adult,75,232
Adult,29,91
Adult,131,477
Adult,65,178
Adult,134,285
Adult,29,111
Adult,35,94
Adult,32,102
Adult,39,135
Adult,50,85
Adult,132,249
Adult,82,247
Adult,63,157
Adult,39,103
Adult,55,181
Adult,43,129
Adult,71,188
Adult,85,249
Adult,26,74
Adult,39,94
Adult,104,288
Adult,56,136
Adult,49,166
Adult,74,222
Adult,46,91
Adult,83,206
Adult,71,162
Adult,178,440
Adult,69,167
Adult,40,144
Adult,28,73
Adult,39,154
Adult,36,103
Adult,44,115
Adult,48,114
Adult,22,77
Adult,72,145
Adult,29,89
Adult,46,82
Adult,39,79
Adult,39,109
Adult,46,118
Adult,86,286
Adult,47,122
Adult,99,245
Adult,60,213
Adult,33,76
Adult,36,71
Adult,35,105
Adult,54,111
Adult,56,227
Adult,25,68
Adult,201,498
Adult,158,508
Adult,39,89
Adult,75,234
Adult,289,608
Adult,32,103
Adult,61,196
Adult,50,125
Adult,63,133
Adult,48,167
Adult,64,118
Adult,44,152
Adult,82,207
Adult,33,74
Adult,78,285
Adult,36,103
Adult,61,102
Adult,74,219
Adult,60,259
Adult,49,121
Adult,42,139
Adult,34,95
Adult,113,225
Adult,47,128
Adult,58,117
Adult,30,94
Adult,82,173
Adult,78,247
Adult,142,352
Adult,73,229
Adult,46,118
Adult,62,104
Adult,264,409
Adult,66,173
Adult,100,219
Adult,30,84
Adult,25,81
Adult,88,246
Adult,39,101
Adult,21,71
Adult,28,100
Adult,53,202
Adult,62,103
Adult,47,146
Adult,25,85
Adult,65,147
Adult,34,141
Adult,45,114
Adult,86,264
Adult,81,208
Adult,148,343
Adult,149,426
Adult,67,199
Adult,36,95
Adult,65,244
Adult,124,361
Adult,57,120
Adult,51,167
Adult,31,72
Adult,29,73
Adult,41,130
Adult,39,89
Adult,33,121
Adult,103,238
Adult,68,165
Adult,172,314
Adult,89,283
Adult,49,172
Adult,35,113
Adult,27,71
Adult,60,174
Adult,49,154
Adult,60,135
Adult,35,68
Adult,35,104
Child,44,121
Adult,35,75
Adult,66,215
Adult,108,268
Adult,53,143
Adult,39,113
Adult,37,103
Adult,49,157
Adult,31,94
Child,39,131
Adult,63,169
Adult,37,125
Adult,36,111
Adult,35,100
Adult,36,98
Adult,68,178
Adult,28,92
Adult,88,345
Adult,265,505
Adult,53,174
Adult,15,69
Adult,43,110
Adult,42,135
Adult,74,211
Adult,134,282
Adult,59,102
Adult,40,109
Adult,107,217
Adult,68,168
Adult,43,146
Adult,73,185
Adult,90,194
Adult,53,159
Adult,33,103
Adult,74,171
Adult,32,103
Adult,59,152
Adult,29,91
Adult,42,104
Adult,33,100
Adult,56,175
Adult,31,96
Adult,28,87
Adult,36,126
Adult,51,143
Adult,139,326
Adult,83,217
Child,52,195
Adult,78,180
Adult,53,123
Adult,67,203
Adult,25,66
Adult,32,102
Adult,93,265
Adult,40,100
Adult,72,219
Adult,52,139
Adult,33,93
Adult,65,181
Adult,205,535
Adult,80,219
Adult,37,91
Child,106,300
Adult,54,164
Adult,77,184
Adult,125,367
Adult,39,162
Adult,96,261
Adult,118,322
Adult,49,165
Adult,49,93
Adult,43,102
Adult,88,196
Adult,53,165
Adult,53,159
Adult,47,94
Adult,157,304
Adult,56,162
Adult,32,96
Adult,50,165
Adult,65,176
Adult,36,130
Adult,60,111
Adult,53,148
Adult,38,91
Adult,106,273
Adult,70,249
Adult,91,229
Adult,29,93
Adult,32,67
Adult,99,375
Adult,28,122
Adult,174,609
Adult,70,243
Adult,60,120
Adult,245,430
Adult,25,82
Adult,94,169
Adult,43,142
Adult,28,84
Adult,67,285
Adult,138,251
Adult,81,167
Adult,39,91
Adult,45,134
Adult,60,179
Adult,43,132
Adult,107,251
Adult,73,233
Adult,99,322
Adult,29,116
Adult,149,528
Adult,29,82
Adult,197,421
Adult,39,122
